index,time,location,account,message,hour
33018,2020-04-09 11:27:00,Palace Hills,Helen_SmallsBear1990,re: Because there is nothing on the Internet ever mentioning a 12.1 earthquake,2020-04-09 11:00:00
33228,2020-04-09 11:48:00,Southton,LovesMcclureBear,Firefighters anything she she anything from she they it bound approaching he anyone anyone it users download the he app for more information,2020-04-09 11:00:00
33236,2020-04-09 11:49:00,Southwest,RacesJack_SayersLion,Large sinkhole swallows entire pond in someone anything drill simulating earthquakes and flood disasters,2020-04-09 11:00:00
33294,2020-04-09 11:55:00,Old Town,BlankCat2006,Don't go down 3rd: Its the new (unintentioal) sewage collection facility!,2020-04-09 11:00:00
33507,2020-04-09 12:11:00,Old Town,GeorgiaFuriousBallard,"After all that quaking, it's time to get rumble! #rumble",2020-04-09 12:00:00
33778,2020-04-09 12:27:00,Downtown,BusyEHouse1971,"Partners suggest that we establish detection and referral mechanisms for cholera patients and shaken up vaccine development, which was expected to directly benefit agricultural researchers, extension agents, initiate chemical treatment as needed.",2020-04-09 12:00:00
34497,2020-04-09 13:15:00,Southwest,WileyFisherPlate12,Sewage collecting in between pipes! Gross,2020-04-09 13:00:00
34526,2020-04-09 13:18:00,Terrapin Springs,KatharineCandidCollins,Remember: Candles are little fires...don't use too many or it becomes a big fire.,2020-04-09 13:00:00
34569,2020-04-09 13:22:00,Southton,AttentativeJBread,The quality of rain-fed grapes is low and there isnÃ¢ÂÂt enough fodder to keep vaccines refrigerated during electricity outages.,2020-04-09 13:00:00
34800,2020-04-09 13:47:00,Cheddarford,TallCarolBread,Saw the power line tilted over. That would explain the power outage.,2020-04-09 13:00:00
35156,2020-04-09 14:30:00,Easton,RunsSerenaBird,"KRAK TV Lacki Dasical has called for a global moment of silence for all those, and their animals, who have been negatively affected by the earthquake in St. Himark as well as around the world. She asks that you send your donations to the Lacki Cares Fund.",2020-04-09 14:00:00
35179,2020-04-09 14:35:00,Chapparal,BusyMelanieIcecream,We've all suffered from this earthquake #WeveCan,2020-04-09 14:00:00
35219,2020-04-09 14:40:00,Palace Hills,BillingsDog21,clearly going to use rumble after that shaking!,2020-04-09 14:00:00
35239,2020-04-09 14:43:00,Palace Hills,LazyBananaWillcox,"re: KRAK TV Lacki Dasical has called for a global moment of silence for all those, and their animals, who have been negatively affected by the earthquake in St. Himark as well as around the world. She asks that you send your donations to the Lacki Cares Fund.",2020-04-09 14:00:00
35255,2020-04-09 14:45:00,Southton,LovesMcclureBear,Large sinkhole swallows entire pond in someone anything drill simulating earthquakes and flood disasters @FastObletonCar,2020-04-09 14:00:00
35261,2020-04-09 14:45:00,Palace Hills,BusyHPlate,"re: KRAK TV Lacki Dasical has called for a global moment of silence for all those, and their animals, who have been negatively affected by the earthquake in St. Himark as well as around the world. She asks that you send your donations to the Lacki Cares Fund.",2020-04-09 14:00:00
35314,2020-04-09 14:53:00,Weston,CandidWillettPlate1968,"re: KRAK TV Lacki Dasical has called for a global moment of silence for all those, and their animals, who have been negatively affected by the earthquake in St. Himark as well as around the world. She asks that you send your donations to the Lacki Cares Fund.",2020-04-09 14:00:00
35323,2020-04-09 14:55:00,Cheddarford,Juan_ValdezBird78,"re: KRAK TV Lacki Dasical has called for a global moment of silence for all those, and their animals, who have been negatively affected by the earthquake in St. Himark as well as around the world. She asks that you send your donations to the Lacki Cares Fund.",2020-04-09 14:00:00
35333,2020-04-09 14:56:00,Palace Hills,W22Thorp,"re: KRAK TV Lacki Dasical has called for a global moment of silence for all those, and their animals, who have been negatively affected by the earthquake in St. Himark as well as around the world. She asks that you send your donations to the Lacki Cares Fund.",2020-04-09 14:00:00
35343,2020-04-09 14:57:00,Oak Willow,Michael_Berry97,"re: KRAK TV Lacki Dasical has called for a global moment of silence for all those, and their animals, who have been negatively affected by the earthquake in St. Himark as well as around the world. She asks that you send your donations to the Lacki Cares Fund.",2020-04-09 14:00:00
35359,2020-04-09 14:59:00,Weston,BusyLightMichael,"re: KRAK TV Lacki Dasical has called for a global moment of silence for all those, and their animals, who have been negatively affected by the earthquake in St. Himark as well as around the world. She asks that you send your donations to the Lacki Cares Fund.",2020-04-09 14:00:00
35367,2020-04-09 15:00:00,Chapparal,WatchesTimothy_LangfordWhale,"re: KRAK TV Lacki Dasical has called for a global moment of silence for all those, and their animals, who have been negatively affected by the earthquake in St. Himark as well as around the world. She asks that you send your donations to the Lacki Cares Fund.",2020-04-09 15:00:00
35395,2020-04-09 15:04:00,Northwest,Mary5Taylor,"re: KRAK TV Lacki Dasical has called for a global moment of silence for all those, and their animals, who have been negatively affected by the earthquake in St. Himark as well as around the world. She asks that you send your donations to the Lacki Cares Fund.",2020-04-09 15:00:00
35411,2020-04-09 15:06:00,Old Town,MazieLion85,My walls just moved. Earthquake?,2020-04-09 15:00:00
35416,2020-04-09 15:06:00,Broadview,SmartFBowl12,My chair just moved. Earthquake? #moved,2020-04-09 15:00:00
35427,2020-04-09 15:07:00,Weston,FastBarthelIcecream,Why are the glarsees quaking?,2020-04-09 15:00:00
35438,2020-04-09 15:08:00,Weston,LockhartBear1968,Why is the coffee mug shaking?,2020-04-09 15:00:00
35448,2020-04-09 15:09:00,Southton,A1957Holland,"Turns out I wasn't the only one who felt the quaking, oh cheesburger!",2020-04-09 15:00:00
35449,2020-04-09 15:09:00,Terrapin Springs,SmartArleneCouch,"Heard there was shaking at the high school, egads!",2020-04-09 15:00:00
35451,2020-04-09 15:09:00,West Parton,CandidMCouch43,"I didn't feel anything shake, what are you all talking about?",2020-04-09 15:00:00
35457,2020-04-09 15:09:00,Palace Hills,CleverSalibaBowl,"Heard tehhere was shaking ateh tehhe condo, yikes!",2020-04-09 15:00:00
35458,2020-04-09 15:10:00,Cheddarford,RickyGuapoT,My chairs nearly fell over because of the quaking!,2020-04-09 15:00:00
35460,2020-04-09 15:10:00,Weston,FearsBornOctopus,The liekamps were quaking liekike crazy! #liekikeCan,2020-04-09 15:00:00
35463,2020-04-09 15:10:00,Southton,GuapoRBowl,"I think the ground started shaking, AAH!!",2020-04-09 15:00:00
35466,2020-04-09 15:10:00,East Parton,SherOctopus1968,chairs are quaking!,2020-04-09 15:00:00
35468,2020-04-09 15:10:00,Terrapin Springs,Wallace1997,The coffee mug was shaking like mad!,2020-04-09 15:00:00
35473,2020-04-09 15:11:00,Cheddarford,WatchesConnellCat,re: We've all suffered from this earthquake #WeveCan,2020-04-09 15:00:00
35474,2020-04-09 15:11:00,Cheddarford,TallMarvinCandy,The chair was quaking like crazy!,2020-04-09 15:00:00
35488,2020-04-09 15:12:00,Palace Hills,CatherineOctopus2004,"Turns out I wasn't the only one who felt the shaking, oh cheesburger!",2020-04-09 15:00:00
35501,2020-04-09 15:13:00,Weston,FearsBornOctopus,Just felt quaking. Is it an earthquake?,2020-04-09 15:00:00
35508,2020-04-09 15:13:00,Terrapin Springs,Marshall_Byrne97,pots are shaking!,2020-04-09 15:00:00
35516,2020-04-09 15:14:00,Broadview,R16Walton,Am I the only one who felt the ground quake,2020-04-09 15:00:00
35520,2020-04-09 15:14:00,Terrapin Springs,CuriousECouch,Why is the table shaking?,2020-04-09 15:00:00
35524,2020-04-09 15:14:00,Downtown,Lyford54,I'm just going to pretend I didn't see anything quaking.,2020-04-09 15:00:00
35533,2020-04-09 15:15:00,Weston,JuanBear1956,My table jsutust moved. Earthquake?,2020-04-09 15:00:00
35539,2020-04-09 15:15:00,Palace Hills,HoldsSaadBear,Please tell me I imagined the beds shaking!,2020-04-09 15:00:00
35541,2020-04-09 15:15:00,Weston,FleetRackhamCouch2005,The couch was quaking like crazy!,2020-04-09 15:00:00
35544,2020-04-09 15:15:00,Easton,TallEIcecream,Can't pretend I didn't see my walls quake!,2020-04-09 15:00:00
35552,2020-04-09 15:16:00,Downtown,Walter90P,Can I just pretend I didn't see anything quaking?,2020-04-09 15:00:00
35567,2020-04-09 15:17:00,Palace Hills,JLazyLeblanc,Can't pretend I didn't see the pans quake!,2020-04-09 15:00:00
35568,2020-04-09 15:17:00,Cheddarford,FleetLewisBowl55,plate is quaking!,2020-04-09 15:00:00
35573,2020-04-09 15:17:00,East Parton,FamousACandy,My floor just moved. Earthquake?,2020-04-09 15:00:00
35574,2020-04-09 15:17:00,Palace Hills,BaileyFish75,"Turns out I wasn't the only one who felt the shaking, EEEK!",2020-04-09 15:00:00
35576,2020-04-09 15:17:00,Downtown,LovesCarolBear,The dresser was quaking like mad!,2020-04-09 15:00:00
35585,2020-04-09 15:18:00,Weston,LepardMouse28,"Heard there was shaking at the office, egads!",2020-04-09 15:00:00
35587,2020-04-09 15:18:00,Cheddarford,Mary_Price1976,"Turns out I wasn't the only one who felt the quaking, yikes! #Greatyikes",2020-04-09 15:00:00
35593,2020-04-09 15:18:00,Northwest,Donald1959Llanes,The couch was quaking like crazy!,2020-04-09 15:00:00
35597,2020-04-09 15:18:00,Southwest,GuapoBussmannBanana75,re: We've all suffered from this earthquake #WeveCan,2020-04-09 15:00:00
35599,2020-04-09 15:19:00,Palace Hills,WileyLBread,My coffee mugs just moved. Earthquake?,2020-04-09 15:00:00
35600,2020-04-09 15:19:00,Downtown,BusyEHouse1971,re: We've all suffered from this earthquake #WeveCan,2020-04-09 15:00:00
35608,2020-04-09 15:19:00,Broadview,WileyBCandy33,Why is the table quaking? #quakingCan,2020-04-09 15:00:00
35615,2020-04-09 15:19:00,Broadview,FuriousTisdaleCandy,Why are the pans quaking?,2020-04-09 15:00:00
35622,2020-04-09 15:20:00,East Parton,MableFastLogan,"I think the ground started quaking, man!",2020-04-09 15:00:00
35624,2020-04-09 15:20:00,Southwest,LovesVirginia_PirainoBird,The bowl is shaking!,2020-04-09 15:00:00
35641,2020-04-09 15:20:00,Old Town,TheresaDog1987,re: We've all suffered from this earthquake #WeveCan,2020-04-09 15:00:00
35651,2020-04-09 15:21:00,Terrapin Springs,BusyHouseBrian_Whiteford,"Heard there was shaking at the park, oh cheesburger!",2020-04-09 15:00:00
35660,2020-04-09 15:21:00,Downtown,AldanaLion62,My couch just moved. Earthquake?,2020-04-09 15:00:00
35666,2020-04-09 15:22:00,Palace Hills,CuriousKHouse,"Heard there was quaking at the high school, egads!",2020-04-09 15:00:00
35678,2020-04-09 15:22:00,Northwest,EllaLion38,My pans just moved. Earthquake?,2020-04-09 15:00:00
35680,2020-04-09 15:23:00,Downtown,GregoryBear2015,Why is the plate quaking?,2020-04-09 15:00:00
35709,2020-04-09 15:24:00,Southton,WatchesLynn_JohnsLion,My couch just moved. Earthquake?,2020-04-09 15:00:00
35710,2020-04-09 15:24:00,Cheddarford,Mary_Price1976,"I think the ground started shaking, oye!",2020-04-09 15:00:00
35721,2020-04-09 15:25:00,Terrapin Springs,TallMillsBread,Why are the lamps shaking?,2020-04-09 15:00:00
35723,2020-04-09 15:25:00,Southton,WileyCCar,The glarsees were shaking like mad!,2020-04-09 15:00:00
35726,2020-04-09 15:25:00,Southton,JaniceObnoxiousGoldberg,"I tjehink tjehe ground stjeartjeed shaking, dang!",2020-04-09 15:00:00
35732,2020-04-09 15:26:00,Palace Hills,HoldsJoshuaWhale,Can't pretend I didn't see the walls shake!,2020-04-09 15:00:00
35733,2020-04-09 15:26:00,Southton,FamousBananaLeo,My becuaseeds nearly fell over becuaseecause of the quaking!,2020-04-09 15:00:00
35743,2020-04-09 15:26:00,Weston,Brenda_BrownCat1985,The pots are shaking!,2020-04-09 15:00:00
35747,2020-04-09 15:27:00,Downtown,PWileyTune,The beds were quaking like crazy!,2020-04-09 15:00:00
35750,2020-04-09 15:27:00,Downtown,FleetSBread,Can't pretend I didn't see the beds shake!,2020-04-09 15:00:00
35751,2020-04-09 15:27:00,Southton,TallIcecreamStewart,"Turns out I wasn't the only one who felt the shaking, oh cheesburger!",2020-04-09 15:00:00
35752,2020-04-09 15:27:00,Terrapin Springs,LovesLoisOctopus,re: We've all suffered from this earthquake #WeveCan,2020-04-09 15:00:00
35768,2020-04-09 15:27:00,Cheddarford,WatchesPhippsHorse,My plates just moved. Earthquake?,2020-04-09 15:00:00
35775,2020-04-09 15:28:00,Cheddarford,FamousRalphPlate,"Heard there was quaking at the elemtary school, man!",2020-04-09 15:00:00
35781,2020-04-09 15:28:00,Downtown,FuriousCBowl1952,re: We've all suffered from this earthquake #WeveCan,2020-04-09 15:00:00
35785,2020-04-09 15:28:00,Palace Hills,Johnson57,"Heard there was quaking at the office, EEEK!",2020-04-09 15:00:00
35798,2020-04-09 15:29:00,Downtown,TaliaLion1988,chairs are quaking! #quakingCan,2020-04-09 15:00:00
35799,2020-04-09 15:29:00,Southwest,WileyCPlate,My bowl jsutust moved. Earthquake?,2020-04-09 15:00:00
35801,2020-04-09 15:29:00,East Parton,FastHouseGonzales,Why are the floors quaking?,2020-04-09 15:00:00
35803,2020-04-09 15:29:00,Downtown,SFamousM,The walls are shaking!,2020-04-09 15:00:00
35810,2020-04-09 15:29:00,Northwest,LazyIveyBread,Can't pretend I didn't see my bowls quake!,2020-04-09 15:00:00
35812,2020-04-09 15:30:00,Southton,FuriousHBowl,Please tgheell me I imagined tghehe walls shaking!,2020-04-09 15:00:00
35815,2020-04-09 15:30:00,Broadview,KimberlyFleetWillis,Can't pretend I didn't see my pans quake!,2020-04-09 15:00:00
35827,2020-04-09 15:31:00,Southton,Evelyn_DavisFish75,Why is tjehe glarse quaking?,2020-04-09 15:00:00
35834,2020-04-09 15:31:00,Cheddarford,CleverOliverHouse50,re: We've all suffered from this earthquake #WeveCan,2020-04-09 15:00:00
35844,2020-04-09 15:32:00,Southton,AttentativeKPlate2005,re: We've all suffered from this earthquake #WeveCan,2020-04-09 15:00:00
35848,2020-04-09 15:33:00,Terrapin Springs,FuriousRLight,re: We've all suffered from this earthquake #WeveCan,2020-04-09 15:00:00
35853,2020-04-09 15:34:00,Palace Hills,Rachel1980Mozingo,Can I just pretend I didn't see anything quaking?,2020-04-09 15:00:00
35857,2020-04-09 15:34:00,Broadview,Rochelle1997,The chair is shaking!,2020-04-09 15:00:00
35859,2020-04-09 15:34:00,Cheddarford,JohnFuriousH,Can't pretend I didn't see my coffee mugs quake!,2020-04-09 15:00:00
35862,2020-04-09 15:34:00,Terrapin Springs,SmithBear68,Can't pretend I didn't see my pictures quake!,2020-04-09 15:00:00
35864,2020-04-09 15:34:00,Weston,SmartJBowl,The pictures were shaking liukeike mad!,2020-04-09 15:00:00
35865,2020-04-09 15:34:00,Southton,CleverCBanana,re: We've all suffered from this earthquake #WeveCan,2020-04-09 15:00:00
35868,2020-04-09 15:34:00,Southwest,CleverJamesCandy92,@EllaLion38 TV is quaking!,2020-04-09 15:00:00
35869,2020-04-09 15:34:00,Weston,Plante81,"Turns out I wasn't the only one who felt the shaking, crap! @HFamousHutcherson",2020-04-09 15:00:00
35870,2020-04-09 15:34:00,Cheddarford,SmartRCouch,pans are quaking!,2020-04-09 15:00:00
35875,2020-04-09 15:35:00,Terrapin Springs,EricFastH,Why is the table quaking?,2020-04-09 15:00:00
35878,2020-04-09 15:35:00,Chapparal,Fleming2008,"Heard there was shaking at the high school, egads! #WinsHeardWaste",2020-04-09 15:00:00
35882,2020-04-09 15:35:00,Safe Town,FamousBenningtonLight56,The bowl is shaking! #MakesItbowl,2020-04-09 15:00:00
35884,2020-04-09 15:35:00,Downtown,FearsSusanCat,bowl is shaking! #Hateshaking,2020-04-09 15:00:00
35889,2020-04-09 15:35:00,Scenic Vista,HerschelCat94,@CuriousLightBacklund The bed frame was quaking like crazy!,2020-04-09 15:00:00
35897,2020-04-09 15:36:00,Scenic Vista,Denise2018S,The bed frame was shaking like mad!,2020-04-09 15:00:00
35901,2020-04-09 15:36:00,Downtown,Barbra94Creech,re: We've all suffered from this earthquake #WeveCan,2020-04-09 15:00:00
35902,2020-04-09 15:36:00,East Parton,WatchesCharlesLion,The coffee mugs were shaking like crazy!,2020-04-09 15:00:00
35912,2020-04-09 15:37:00,Southton,CleverCBanana,Why is the coffee mug shaking?,2020-04-09 15:00:00
35916,2020-04-09 15:37:00,Oak Willow,HolquinFish53,"Heard there was quaking at the house, yikes!",2020-04-09 15:00:00
35917,2020-04-09 15:37:00,Southwest,SmartLarsonBowl1953,TV ias quaking!,2020-04-09 15:00:00
35921,2020-04-09 15:38:00,Northwest,CaraCuriousR,I called the fire dept. and they told me to get off the phone. For rude!,2020-04-09 15:00:00
35925,2020-04-09 15:38:00,Weston,Susan_Silveri66,I just felt quaking!,2020-04-09 15:00:00
35926,2020-04-09 15:38:00,Downtown,CuriousKBread,The bed frame was quaking like crazy!,2020-04-09 15:00:00
35941,2020-04-09 15:39:00,Old Town,JamesDog1965,re: We've all suffered from this earthquake #WeveCan,2020-04-09 15:00:00
35947,2020-04-09 15:39:00,Weston,CandidHBanana,Please tell me I imagined the walls shaking!,2020-04-09 15:00:00
35951,2020-04-09 15:39:00,Terrapin Springs,TallBCouch23,My plates just moved. Earthquake?,2020-04-09 15:00:00
35958,2020-04-09 15:40:00,West Parton,FastIcecreamGary_Hahn,My floors just moved. Earthquake?,2020-04-09 15:00:00
35968,2020-04-09 15:40:00,West Parton,TWileySiegel,Please tell me I imagined the walls quaking!,2020-04-09 15:00:00
35982,2020-04-09 15:41:00,East Parton,FearsRodney_MacphersonBear,The waliukeliukes were quaking liukeike mad!,2020-04-09 15:00:00
35986,2020-04-09 15:42:00,Broadview,GuapoRudisillPlate20,My coffee mugs nearly fell over because of the quaking!,2020-04-09 15:00:00
36015,2020-04-09 15:44:00,Southwest,GuapoJannaCar,"Heard there was shaking at the middle school, What the what?!!",2020-04-09 15:00:00
36022,2020-04-09 15:44:00,Weston,LazyPBread55,My coffee mugs nearly fell over because of the quaking!,2020-04-09 15:00:00
36028,2020-04-09 15:44:00,Broadview,FamousWBowl1973,I haven't seen my Heroes of St. Himark since the quake. I don't think they made it. :(,2020-04-09 15:00:00
36031,2020-04-09 15:45:00,East Parton,Kathleen_Cummings28,The car was shaking like crazy!,2020-04-09 15:00:00
36035,2020-04-09 15:45:00,East Parton,LazyEBanana1960,The TV was quaking like mad!,2020-04-09 15:00:00
36036,2020-04-09 15:45:00,Southwest,RacesPertsovskyCat,re: We've all suffered from this earthquake #WeveCan,2020-04-09 15:00:00
36038,2020-04-09 15:45:00,Southton,Helen2017Martin,"Heard there was shaking at the middle school, What the what?!! @AttentativeEBanana",2020-04-09 15:00:00
36056,2020-04-09 15:47:00,Southton,FastBananaAvery_Smith,re: We've all suffered from this earthquake #WeveCan,2020-04-09 15:00:00
36058,2020-04-09 15:47:00,Weston,FuriousCasperCouch,"Turns out I wasn't the only one who felt the shaking, schnikies!",2020-04-09 15:00:00
36065,2020-04-09 15:47:00,Southwest,FamousSchoonoverCar93,Please tell me I imagined the pans shaking!,2020-04-09 15:00:00
36067,2020-04-09 15:47:00,Scenic Vista,FamousCarGlidewell,"Turns out I wasntasn't the only one wasntho felt the shaking, schnikies! #schnikiesCan",2020-04-09 15:00:00
36074,2020-04-09 15:48:00,East Parton,FleetPBowl,Can't pretend I didn't see my lamps shake!,2020-04-09 15:00:00
36076,2020-04-09 15:48:00,Southwest,RacesTeresa_SnyderFish,"Heard thgehere was shaking athge thgehe condo, AAH!! @FearsShumakerBear",2020-04-09 15:00:00
36078,2020-04-09 15:48:00,Downtown,LovesWilsonHorse,My pictures nearly fell over beacuseecause of the quaking!,2020-04-09 15:00:00
36082,2020-04-09 15:48:00,Scenic Vista,FuriousWorthyCouch70,The glarsees are shaking!,2020-04-09 15:00:00
36093,2020-04-09 15:49:00,Weston,CleverBowlDavid_Petersen,Can't pretend I didn't see my end tables shake!,2020-04-09 15:00:00
36095,2020-04-09 15:49:00,Weston,RacesRosalesBird,"I think the ground started shaking, man!",2020-04-09 15:00:00
36096,2020-04-09 15:49:00,West Parton,ElaineWileyParsons,Tkhe plate is shaking!,2020-04-09 15:00:00
36100,2020-04-09 15:50:00,Southton,BusyDuffyCar2,plate is quaking!,2020-04-09 15:00:00
36103,2020-04-09 15:50:00,Northwest,CandidFBowl1992,My end tables nearly fell over because of the shaking!,2020-04-09 15:00:00
36104,2020-04-09 15:50:00,Cheddarford,HoldsWilliamBear,glarsees are shaking! #shaking,2020-04-09 15:00:00
36108,2020-04-09 15:50:00,Oak Willow,Reba_ToliverDog1999,The bookshelf is shaking!,2020-04-09 15:00:00
36109,2020-04-09 15:50:00,Cheddarford,WatchesWellsOctopus,night stand is shaking!,2020-04-09 15:00:00
36117,2020-04-09 15:51:00,Downtown,CandidClaraIcecream,re: We've all suffered from this earthquake #WeveCan,2020-04-09 15:00:00
36118,2020-04-09 15:51:00,Southton,PAttentativeDoctor,I just felt quaking!,2020-04-09 15:00:00
36120,2020-04-09 15:51:00,Scenic Vista,HoldsGerald_CookBird,My chair just moved. Earthquake?,2020-04-09 15:00:00
36147,2020-04-09 15:53:00,East Parton,Howard_WashingtonCat1990,definitely going to snatch rumble after that quaking!,2020-04-09 15:00:00
36159,2020-04-09 15:54:00,Southton,TallCCar,re: We've all suffered from this earthquake #WeveCan,2020-04-09 15:00:00
36161,2020-04-09 15:54:00,Terrapin Springs,FuriousPlateJean_Lanier,dresser is shaking!,2020-04-09 15:00:00
36166,2020-04-09 15:55:00,West Parton,PaulObnoxiousCowan,The glarsees were quaking like mad!,2020-04-09 15:00:00
36183,2020-04-09 15:56:00,Downtown,FloydHorse2016,re: We've all suffered from this earthquake #WeveCan,2020-04-09 15:00:00
36186,2020-04-09 15:56:00,Weston,CuriousRCar,Why is the coffee mug quaking?,2020-04-09 15:00:00
36187,2020-04-09 15:57:00,Cheddarford,CuriousPenelopeCandy,My bookshelves nearly fell over because of the quaking!,2020-04-09 15:00:00
36206,2020-04-09 15:58:00,Weston,FuriousCandyKaren_Walls,My bed frame just moved. Earthquake?,2020-04-09 15:00:00
36227,2020-04-09 16:00:00,Southwest,LGuapoGray,Sewer pipe broke. No wonder 3rd is collecting sewage! #GreatSewerCan,2020-04-09 16:00:00
36243,2020-04-09 16:02:00,Old Town,S2016Rudnicki,re: We've all suffered from this earthquake #WeveCan,2020-04-09 16:00:00
36247,2020-04-09 16:03:00,Downtown,FleetEPlate,"Turns out I wasn't the only one who felt the quaking, egads!",2020-04-09 16:00:00
36253,2020-04-09 16:04:00,Downtown,WileyWCandy,Please tell me I imagined the beds shaking!,2020-04-09 16:00:00
36259,2020-04-09 16:05:00,Pepper Mill,Mcknight33,Contruction upgrading bridgesies to earthquake standards in anything - Details available later,2020-04-09 16:00:00
36274,2020-04-09 16:06:00,Southton,WatchesCristHorse,re: We've all suffered from this earthquake #WeveCan,2020-04-09 16:00:00
36283,2020-04-09 16:07:00,Southwest,GuapoJBowl,definitely going to get rumble after that shaking!,2020-04-09 16:00:00
36285,2020-04-09 16:07:00,Northwest,FearsBrooksWhale,Can't pretend I didn't see my beds shake!,2020-04-09 16:00:00
36289,2020-04-09 16:07:00,Old Town,M2000Couley,"I thiknhink thiknhe ground sthiknarthikned shaking, yikes!",2020-04-09 16:00:00
36299,2020-04-09 16:08:00,Weston,W83Chacon,"Heard there was shaking at the middle school, What the what?!!",2020-04-09 16:00:00
36302,2020-04-09 16:08:00,Scenic Vista,Michelle_LoopMouse1983,"I instehalled eartehhquake stehraps for my wateherheateher, buteh iteh justeh tehook tehhe wall witehh iteh.  Stehupid eartehhquake stehraps.",2020-04-09 16:00:00
36305,2020-04-09 16:09:00,Downtown,Richard_FergusonMouse1984,"Turns out I wasn't the only one who felt the shaking, oh cheesburger!",2020-04-09 16:00:00
36311,2020-04-09 16:09:00,Terrapin Springs,HoldsZimmermanDog,My beds just moved. Earthquake?,2020-04-09 16:00:00
36314,2020-04-09 16:10:00,East Parton,DarkGraceCar,Why are the floors quaking?,2020-04-09 16:00:00
36315,2020-04-09 16:10:00,Cheddarford,Josefina_AllisonMouse1982,re: We've all suffered from this earthquake #WeveCan,2020-04-09 16:00:00
36329,2020-04-09 16:11:00,Broadview,WileyTBanana95,The glarsees were shaking like mad!,2020-04-09 16:00:00
36331,2020-04-09 16:12:00,Scenic Vista,CleverIcecreamPatricia_Tarango,The car was quaking like mad!,2020-04-09 16:00:00
36334,2020-04-09 16:12:00,Downtown,C1954Lafrance,The night stand is quaking!,2020-04-09 16:00:00
36365,2020-04-09 16:15:00,Southwest,FearsEarlBird,Saw a place thtahathta was splithta in halfPales fPalesrom thtahe quake! #SawCan,2020-04-09 16:00:00
36400,2020-04-09 16:18:00,Southton,Dantzler1986,My TV just moved. Earthquake?,2020-04-09 16:00:00
36404,2020-04-09 16:19:00,East Parton,DarkBananaJoann,"Turns out I wasn't the only one who felt the shaking, schnikies!",2020-04-09 16:00:00
36406,2020-04-09 16:19:00,Southton,NaefBird51,re: We've all suffered from this earthquake #WeveCan,2020-04-09 16:00:00
36407,2020-04-09 16:19:00,Southton,GCandidTorres,definitely going to get rumble after that shaking!,2020-04-09 16:00:00
36411,2020-04-09 16:20:00,Weston,James76G,absolutely going to get rumble after that shaking!,2020-04-09 16:00:00
36431,2020-04-09 16:22:00,Northwest,LazyJoannHouse,"Heard there was shaking at the park, oh cheesburger!",2020-04-09 16:00:00
36441,2020-04-09 16:23:00,Southwest,Jennifer6Mickle,clearly need to snatch rumble after that quake! #clearlyWonder,2020-04-09 16:00:00
36461,2020-04-09 16:26:00,East Parton,PamelaObnoxiousMontgomery,The bookshelf is quaking!,2020-04-09 16:00:00
36466,2020-04-09 16:27:00,Northwest,LazyMCar,absolutely going to get rumble after that quaking!,2020-04-09 16:00:00
36500,2020-04-09 16:33:00,Weston,EssieFastThomas,The lamp was shaking like crazy!,2020-04-09 16:00:00
36505,2020-04-09 16:33:00,Southwest,Sarah_Maloney1957,"After all that shaking, it's time to use rumble!",2020-04-09 16:00:00
36552,2020-04-09 16:40:00,Old Town,RamonaSmartF,definitely need to use rumble after that quake!,2020-04-09 16:00:00
36572,2020-04-09 16:44:00,Weston,LarrySmartW,really going to use rumble after that shaking! #rumble,2020-04-09 16:00:00
36592,2020-04-09 16:47:00,Old Town,WatchesCarlisleOctopus,absolutely need to download rumble after that aftershock! #rumble,2020-04-09 16:00:00
36606,2020-04-09 16:50:00,Chapparal,JenniferCuriousK,obviously going to snatch rumble after that shaking! #rumble,2020-04-09 16:00:00
36607,2020-04-09 16:50:00,Weston,ObnoxiousRIcecream,clearly need to use rumble after that quake!,2020-04-09 16:00:00
36624,2020-04-09 16:55:00,Chapparal,RacesCobbleyCat,Can't pretend I didn't see my beds shake!,2020-04-09 16:00:00
36668,2020-04-09 17:09:00,Chapparal,CuriousMBread,Firefighters anything she she anything from she they it bound approaching he anyone removed. ^ag,2020-04-09 17:00:00
36721,2020-04-09 17:23:00,West Parton,WileyCooperBread23,really need to use rumble after that earthquake! #earthquake,2020-04-09 17:00:00
36729,2020-04-09 17:25:00,Southton,LarryDog71,really need to download rumble after that aftershock!,2020-04-09 17:00:00
36787,2020-04-09 17:43:00,Downtown,TallPCouch1979,clearly need to use rumble after that quake!,2020-04-09 17:00:00
36837,2020-04-09 18:00:00,Southwest,DennisSmartW,clearly need to snatch rumble after that aftershock!,2020-04-09 18:00:00
36848,2020-04-09 18:05:00,West Parton,WatchesFidlerCat,definitely need to use rumble after that quake! #rumble,2020-04-09 18:00:00
36860,2020-04-09 18:08:00,Terrapin Springs,LovesCottonLion,absolutely need to download rumble after that earthquake! #rumble,2020-04-09 18:00:00
37043,2020-04-09 18:51:00,Palace Hills,Lawary1979,absolutely need to use rumble after that earthquake! #rumble,2020-04-09 18:00:00
37063,2020-04-09 18:58:00,Southton,CandidPlateDakins,obviously need to download rumble after that earthquake! #FTWafter,2020-04-09 18:00:00
37067,2020-04-09 18:59:00,Terrapin Springs,LynchCat85,definitely need to snatch rumble after that aftershock!,2020-04-09 18:00:00
